ger,pior,Medio,melhor,dev.padr,ilha
77,1.56683,1.8524,1.86743,0.00429212,ilha_5
78,1.79576,1.86295,1.86743,0.000252207,ilha_0
78,-1.78553,1.66892,1.86743,0.63273,ilha_1
78,1.8644,1.86728,1.86743,4.36706e-07,ilha_2
78,-1.39549,1.70398,1.86743,0.505618,ilha_3
78,1.8644,1.86713,1.86743,8.27426e-07,ilha_4
78,1.86743,1.86743,1.86743,8.27919e-13,ilha_5
79,-0.0342504,1.77219,1.86743,0.17175,ilha_0
79,1.79576,1.86366,1.86743,0.000243096,ilha_1
79,1.85161,1.86664,1.86743,1.18898e-05,ilha_2
79,1.86704,1.86741,1.86743,7.1598e-09,ilha_3
79,1.55338,1.85093,1.86743,0.00467175,ilha_4
79,-0.0342504,1.76851,1.86743,0.171293,ilha_5
80,-0.0342504,1.77219,1.86743,0.17175,ilha_0
80,1.55239,1.85165,1.86743,0.00471335,ilha_1
80,1.85157,1.86664,1.86743,1.19422e-05,ilha_2
80,-1.39549,1.7007,1.86743,0.504791,ilha_3
80,1.55338,1.85173,1.86743,0.00468471,ilha_4
80,1.86743,1.86743,1.86743,8.27919e-13,ilha_5
81,1.62321,1.85121,1.86743,0.00304105,ilha_0
81,1.79576,1.86383,1.86743,0.000243838,ilha_1
81,-1.78553,1.63819,1.86743,0.639104,ilha_2
81,1.79576,1.86385,1.86743,0.000243972,ilha_3
81,1.86738,1.86743,1.86743,1.90234e-10,ilha_4
81,-0.0342504,1.75662,1.86743,0.173473,ilha_5
82,1.86743,1.86743,1.86743,1.5083e-12,ilha_0
82,1.85157,1.86663,1.86743,1.19376e-05,ilha_1
82,-1.78553,1.58968,1.86743,0.77088,ilha_2
82,-1.39549,1.70413,1.86743,0.505668,ilha_3
82,-1.78557,1.68478,1.86743,0.633859,ilha_4
82,1.86742,1.86743,1.86743,6.88628e-12,ilha_5
83,1.86704,1.86741,1.86743,7.17151e-09,ilha_0
83,-1.78553,1.68478,1.86743,0.633845,ilha_1
83,-1.78553,1.68119,1.86743,0.632777,ilha_2
83,-0.0342504,1.77235,1.86743,0.171779,ilha_3
83,1.86743,1.86743,1.86743,1.49602e-12,ilha_4
83,1.86743,1.86743,1.86743,4.43734e-31,ilha_5
84,1.85157,1.86663,1.86743,1.19262e-05,ilha_0
84,1.8644,1.86728,1.86743,4.36748e-07,ilha_1
84,-1.78735,1.6682,1.86743,0.633122,ilha_2
84,-1.39549,1.6092,1.86743,0.646471,ilha_3
84,-1.39549,1.70428,1.86743,0.505717,ilha_4
84,1.55338,1.83311,1.86743,0.0085286,ilha_5
85,-1.78553,1.68118,1.86743,0.632774,ilha_0
85,-1.78429,1.66964,1.86743,0.632153,ilha_1
85,1.86743,1.86743,1.86743,4.43734e-31,ilha_2
85,-1.39549,1.70428,1.86743,0.505717,ilha_3
85,1.8644,1.86727,1.86743,4.3594e-07,ilha_4
85,1.55338,1.84455,1.86743,0.00492143,ilha_5
86,1.56683,1.8524,1.86743,0.00429206,ilha_0
86,1.8644,1.86726,1.86743,4.3801e-07,ilha_1
86,1.8644,1.86728,1.86743,4.36234e-07,ilha_2
86,-1.78553,1.66975,1.86743,0.632648,ilha_3
86,1.86719,1.86742,1.86743,2.80759e-09,ilha_4
86,1.79576,1.86385,1.86743,0.000243972,ilha_5
87,1.8644,1.86728,1.86743,4.36745e-07,ilha_0
87,1.8644,1.86728,1.86743,4.36234e-07,ilha_1
87,-1.78553,1.65114,1.86743,0.629717,ilha_2
87,-1.39549,1.70427,1.86743,0.505713,ilha_3
87,1.86743,1.86743,1.86743,4.43734e-31,ilha_4
87,1.86743,1.86743,1.86743,1.08652e-15,ilha_5
88,1.55338,1.85141,1.86743,0.0046757,ilha_0
88,-0.0342504,1.77233,1.86743,0.171775,ilha_1
88,1.56683,1.8524,1.86743,0.00429213,ilha_2
88,1.86719,1.86742,1.86743,2.81302e-09,ilha_3
88,-1.39549,1.6092,1.86743,0.646469,ilha_4
88,1.86704,1.86741,1.86743,7.1709e-09,ilha_5
89,1.86719,1.86739,1.86743,7.55103e-09,ilha_0
89,-1.78553,1.66975,1.86743,0.632648,ilha_1
89,1.56683,1.85225,1.86743,0.00428801,ilha_2
89,1.86719,1.86742,1.86743,2.81206e-09,ilha_3
89,-0.0342504,1.77235,1.86743,0.171779,ilha_4
89,1.86743,1.86743,1.86743,4.43734e-31,ilha_5
90,-0.0342504,1.75373,1.86743,0.172667,ilha_0
90,1.86743,1.86743,1.86743,3.73274e-17,ilha_1
90,-1.78553,1.42654,1.86743,1.18598,ilha_2
90,1.8644,1.86728,1.86743,4.36732e-07,ilha_3
90,-1.78786,1.58958,1.86743,0.771676,ilha_4
90,1.85157,1.86664,1.86743,1.19427e-05,ilha_5
91,1.79576,1.86385,1.86743,0.000243955,ilha_0
91,1.79576,1.86305,1.86743,0.000250232,ilha_1
91,1.56787,1.85244,1.86743,0.00426222,ilha_2
91,1.86704,1.86741,1.86743,7.28284e-09,ilha_3
91,-1.39549,1.44261,1.86743,1.06434,ilha_4
91,1.85157,1.86664,1.86743,1.19427e-05,ilha_5
92,1.79576,1.86366,1.86743,0.000243296,ilha_0
92,-1.39549,1.6092,1.86743,0.646471,ilha_1
92,0.851056,1.81661,1.86743,0.0490684,ilha_2
92,1.79576,1.86303,1.86743,0.00025005,ilha_3
92,-0.035563,1.76509,1.86743,0.17111,ilha_4
92,1.86738,1.86743,1.86743,1.00401e-10,ilha_5
93,1.85157,1.86664,1.86743,1.19426e-05,ilha_0
93,1.85157,1.86663,1.86743,1.19261e-05,ilha_1
93,-0.0342504,1.77235,1.86743,0.171779,ilha_2
93,1.86704,1.86741,1.86743,7.1598e-09,ilha_3
93,1.86704,1.86741,1.86743,7.14301e-09,ilha_4
93,1.86743,1.86743,1.86743,8.2741e-13,ilha_5
94,1.55338,1.85173,1.86743,0.00468472,ilha_0
94,1.8644,1.86728,1.86743,4.36831e-07,ilha_1
94,1.85157,1.86664,1.86743,1.19427e-05,ilha_2
94,-0.0344379,1.75653,1.86743,0.173554,ilha_3
94,1.55324,1.83602,1.86743,0.00888041,ilha_4
94,1.55338,1.85172,1.86743,0.00468465,ilha_5
95,-1.78553,1.50134,1.86743,1.2004,ilha_0
95,-1.78553,1.68462,1.86743,0.633787,ilha_1
95,-1.39549,1.70428,1.86743,0.505717,ilha_2
95,1.55338,1.84814,1.86743,0.00481623,ilha_3
95,-0.0342504,1.75664,1.86743,0.17348,ilha_4
95,1.55324,1.836,1.86743,0.00887922,ilha_5
96,-1.78553,1.68477,1.86743,0.633842,ilha_0
96,1.85157,1.86664,1.86743,1.19427e-05,ilha_1
96,-1.78553,1.57041,1.86743,0.764994,ilha_2
96,-0.0342504,1.75664,1.86743,0.173477,ilha_3
96,1.55338,1.82017,1.86743,0.0125611,ilha_4
96,-1.78526,1.6626,1.86743,0.630184,ilha_5
97,1.8644,1.86728,1.86743,4.36831e-07,ilha_0
97,-1.78553,1.68399,1.86743,0.633568,ilha_1
97,1.56683,1.8524,1.86743,0.00429213,ilha_2
97,-1.39416,1.70355,1.86743,0.505053,ilha_3
97,1.86743,1.86743,1.86743,1.49569e-12,ilha_4
97,1.55338,1.85173,1.86743,0.00468479,ilha_5
98,-1.78553,1.68463,1.86743,0.633791,ilha_0
98,-1.78553,1.68477,1.86743,0.633842,ilha_1
98,-0.508538,1.73281,1.86743,0.268669,ilha_2
98,-0.0342504,1.75732,1.86743,0.173212,ilha_3
98,-1.39549,1.70428,1.86743,0.505717,ilha_4
98,1.86743,1.86743,1.86743,8.27919e-13,ilha_5
99,1.55338,1.85157,1.86743,0.00468039,ilha_0
99,-0.0342504,1.77228,1.86743,0.171767,ilha_1
99,-0.0342504,1.77235,1.86743,0.171778,ilha_2
99,1.86743,1.86743,1.86743,4.43734e-31,ilha_3
99,1.78716,1.86168,1.86743,0.000314737,ilha_4
99,1.79576,1.86385,1.86743,0.000243972,ilha_5
